"synset","rating","words__-","words"
"","","","complication"
"","","","knottiness"
"","","","tortuousness"
"1116447","0.3333333333333333","yield",""
"6335162","0.3333333333333333","","extension"
"","","","filename extension"
"","","","file name extension"
"721660","0.3333333333333333","behalf",""
"1313649","0.3333333333333333","","lonely"
"","","","solitary"
"","","","unfrequented"
"1855155","0.3333333333333333","","transplant"
"","","","transfer"
"2724258","0.3333333333333333","","become"
"","","","suit"
"1426397","0.3333333333333333","","sleep together"
"","","","roll in the hay"
"","","","love"
"","","","make out"
"","","","make love"
"","","","sleep with"
"","","","get laid"
"","","","have sex"
"","","","know"
"","","","do it"
"","","","be intimate"
"","","","have intercourse"
"","","","have it away"
"","","","have it off"
"","","","screw"
"","","","fuck"
"","","","jazz"
"","","","eff"
"","","","hump"
"","","","lie with"
"","","","bed"
"","","","have a go at it"
"","","","bang"
"","","","get it on"
"","","","bonk"
"2372118","0.3333333333333333","","bilateral"
"","","","isobilateral"
"","","","bilaterally symmetrical"
"","","","bilaterally symmetric"
"955601","0.3333333333333333","","elaborate"
"","","","lucubrate"
"","","","expatiate"
"","","","exposit"
"","","","enlarge"
"","","","flesh out"
"","","","expand"
"","","","expound"
"","","","dilate"
"879356","0.3333333333333333","","move"
"","","","make a motion"
"235435","0.3333333333333333","","beginning"
"","","","start"
"","","","commencement"
"1056411","0.3333333333333333","","stop"
"","","","stopover"
"","","","layover"
"2220461","0.3333333333333333","transfer",""
"656576","0.3333333333333333","group",""
"2231661","0.3333333333333333","","convey"
"","","","transmit"
"","","","communicate"
"879540","0.3333333333333333","","nominate"
"","","","put up"
"","","","put forward"
"74407","0.3333333333333333","","back"
"","","","backward"
"","","","backwards"
"","","","rearward"
"","","","rearwards"
"1206553","0.3333333333333333","devotion",""
"5119714","0.3333333333333333","","excess"
"","","","surplus"
"","","","surplusage"
"","","","nimiety"
"14001728","0.3333333333333333","reliance",""
"1201271","0.3333333333333333","","divorce"
"","","","divorcement"
"2696129","0.3333333333333333","","dominate"
"","","","command"
"","","","overlook"
"","","","overtop"
"1089878","0.3333333333333333","","group"
"","","","aggroup"
"5156481","0.3333333333333333","leverage",""
"2376429","0.3333333333333333","","pursue"
"","","","follow up on"
"","","","act on"
"731471","0.3333333333333333","","bipartisan"
"","","","bipartizan"
"","","","two-party"
"","","","two-way"
"892698","0.3333333333333333","","acknowledge"
"","","","receipt"
"2430191","0.3333333333333333","ally",""
"1830134","0.3333333333333333","influential",""
"9368224","0.3333333333333333","","neighbor"
"","","","neighbour"
"6690114","0.3333333333333333","leave",""
"5199286","0.3333333333333333","","effectiveness"
"","","","effectivity"
"","","","effectualness"
"","","","effectuality"
"528990","0.3333333333333333","","issue"
"","","","emerge"
"","","","come out"
"","","","come forth"
"","","","go forth"
"","","","egress"
"1790020","0.3333333333333333","","upset"
"","","","discompose"
"","","","untune"
"","","","disconcert"
"","","","discomfit"
"6394564","0.3333333333333333","rider",""
"4732709","0.3333333333333333","","mold"
"","","","mould"
"756898","0.3333333333333333","","contend"
"","","","postulate"
"2790222","0.3333333333333333","agricultural",""
"364440","0.3333333333333333","appreciation",""
"4463983","0.3333333333333333","track",""
"1883344","0.3333333333333333","","shift"
"","","","dislodge"
"","","","reposition"
"7342049","0.3333333333333333","","repeat"
"","","","repetition"
"1100273","0.3333333333333333","banking",""
"501990","0.3333333333333333","","in"
"","","","inwards"
"","","","inward"
"3000725","0.3333333333333333","evolutionary",""
"592883","0.3333333333333333","","acknowledge"
"","","","recognize"
"","","","recognise"
"","","","know"
"1495535","0.3333333333333333","premature",""
"364064","0.3333333333333333","","interrupt"
"","","","break"
"6015053","0.3333333333333333","","partial derivative"
"","","","partial"
"210518","0.3333333333333333","","finish"
"","","","finishing"
"189511","0.3333333333333333","","feed"
"","","","feed in"
"5083905","0.3333333333333333","openness",""
"3627232","0.3333333333333333","knot",""
"355083","0.3333333333333333","varied",""
"1019643","0.3333333333333333","","assure"
"","","","tell"
"7204240","0.3333333333333333","","denial"
"","","","disaffirmation"
"4715075","0.3333333333333333","irony",""
"4610879","0.3333333333333333","","yard"
"","","","grounds"
"","","","curtilage"
"1509079","0.3333333333333333","","deliver"
"","","","pitch"
"13847124","0.3333333333333333","fourth",""
"1088923","0.3333333333333333","","station"
"","","","post"
"","","","send"
"","","","place"
"5176477","0.3333333333333333","grant",""
"6756831","0.3333333333333333","","lie"
"","","","prevarication"
"442361","0.3333333333333333","far",""
"2669477","0.3333333333333333","","exceed"
"","","","transcend"
"","","","surpass"
"1411291","0.3333333333333333","unlike",""
"3093792","0.3333333333333333","","contact"
"","","","tangency"
"516584","0.3333333333333333","dose",""
"7959943","0.3333333333333333","","bunch"
"","","","clump"
"","","","cluster"
"","","","clustering"
"655555","0.3333333333333333","refer",""
"1116585","0.3333333333333333","","resist"
"","","","hold out"
"","","","withstand"
"","","","stand firm"
"2450256","0.3333333333333333","","participate"
"","","","take part"
"623151","0.3333333333333333","","interpret"
"","","","construe"
"","","","see"
"2249183","0.3333333333333333","interpersonal",""
"1330822","0.3333333333333333","","gather"
"","","","pucker"
"","","","tuck"
"1023820","0.3333333333333333","","procedure"
"","","","process"
"15242955","0.3333333333333333","","long time"
"","","","age"
"","","","years"
"5050379","0.3333333333333333","","currentness"
"","","","currency"
"","","","up-to-dateness"
"2737187","0.3333333333333333","","derive"
"","","","come"
"","","","descend"
"515154","0.3333333333333333","","process"
"","","","treat"
"9246883","0.3333333333333333","","closed chain"
"","","","ring"
"5795044","0.3333333333333333","","agreement"
"","","","arrangement"
"211110","0.3333333333333333","","completion"
"","","","culmination"
"","","","closing"
"","","","windup"
"","","","mop up"
"2678663","0.3333333333333333","","matter to"
"","","","interest"
"484712","0.3333333333333333","","top"
"","","","top off"
"7374756","0.3333333333333333","","mix"
"","","","mixture"
"4746262","0.3333333333333333","sort",""
"1303547","0.3333333333333333","","bind"
"","","","bandage"
"6792188","0.3333333333333333","","starting signal"
"","","","start"
"13853808","0.3333333333333333","comparison",""
"13821570","0.3333333333333333","","frequency"
"","","","relative frequency"
"4728068","0.3333333333333333","","quality"
"","","","caliber"
"","","","calibre"
"2064127","0.3333333333333333","","identical"
"","","","indistinguishable"
"266806","0.3333333333333333","","repair"
"","","","fix"
"","","","fixing"
"","","","fixture"
"","","","mend"
"","","","mending"
"","","","reparation"
"1754421","0.3333333333333333","","permanent"
"","","","lasting"
"236999","0.3333333333333333","","reduce"
"","","","boil down"
"","","","concentrate"
"1021420","0.3333333333333333","","conclude"
"","","","resolve"
"13240514","0.3333333333333333","ownership",""
"203556","0.3333333333333333","abuse",""
"1554510","0.3333333333333333","","little"
"","","","slight"
"1731351","0.3333333333333333","present",""
"878636","0.3333333333333333","","submit"
"","","","subject"
"253761","0.3333333333333333","","develop"
"","","","make grow"
"147876","0.3333333333333333","","easily"
"","","","easy"
"14435187","0.3333333333333333","","stress"
"","","","focus"
"5145118","0.3333333333333333","","monetary value"
"","","","price"
"","","","cost"
"1712940","0.3333333333333333","traumatic",""
"164801","0.3333333333333333","call",""
"564667","0.3333333333333333","alternative",""
"7310642","0.3333333333333333","","passing"
"","","","passage"
"2633356","0.3333333333333333","","consist"
"","","","comprise"
"789448","0.3333333333333333","","call"
"","","","telephone"
"","","","call up"
"","","","phone"
"","","","ring"
"3792526","0.3333333333333333","","mount"
"","","","setting"
"1552419","0.3333333333333333","","numerous"
"","","","legion"
"679562","0.3333333333333333","","battered"
"","","","beat-up"
"","","","beaten-up"
"576189","0.3333333333333333","","progressive"
"","","","reformist"
"","","","reform-minded"
"561985","0.3333333333333333","tackle",""
"180413","0.3333333333333333","","adoption"
"","","","acceptance"
"","","","acceptation"
"","","","espousal"
"13794417","0.3333333333333333","","relevance"
"","","","relevancy"
"1873985","0.3333333333333333","","apparent"
"","","","ostensible"
"","","","seeming"
"1096245","0.3333333333333333","business",""
"160688","0.3333333333333333","","sexual conquest"
"","","","score"
"383542","0.3333333333333333","","translate"
"","","","transform"
"1386883","0.3333333333333333","great",""
"108604","0.3333333333333333","give",""
"959827","0.3333333333333333","","translate"
"","","","interpret"
"","","","render"
"2011040","0.3333333333333333","","run off"
"","","","run out"
"","","","bolt"
"","","","bolt out"
"","","","beetle off"
"5762483","0.3333333333333333","","reproduction"
"","","","reproductive memory"
"5110185","0.3333333333333333","","raise"
"","","","rise"
"","","","wage hike"
"","","","hike"
"","","","wage increase"
"","","","salary increase"
"2455407","0.3333333333333333","","watch"
"","","","observe"
"","","","follow"
"","","","watch over"
"","","","keep an eye on"
"2274482","0.3333333333333333","","assume"
"","","","usurp"
"","","","seize"
"","","","take over"
"","","","arrogate"
"109461","0.3333333333333333","","there"
"","","","in that respect"
"","","","on that point"
"2623906","0.3333333333333333","","form"
"","","","take form"
"","","","take shape"
"","","","spring"
"121366","0.3333333333333333","","transmission"
"","","","transmittal"
"","","","transmitting"
"8462320","0.3333333333333333","","data"
"","","","information"
"1872486","0.3333333333333333","marginal",""
"8464601","0.3333333333333333","","movement"
"","","","social movement"
"","","","front"
"30358","0.3333333333333333","","act"
"","","","deed"
"","","","human action"
"","","","human activity"
"13850304","0.3333333333333333","","scale"
"","","","scale of measurement"
"","","","graduated table"
"","","","ordered series"
"177243","0.3333333333333333","","strip"
"","","","undress"
"","","","divest"
"","","","disinvest"
"2899257","0.3333333333333333","","bridge"
"","","","bridge deck"
"7466832","0.3333333333333333","final",""
"382474","0.3333333333333333","","reunion"
"","","","reunification"
"2387034","0.3333333333333333","","prepare"
"","","","groom"
"","","","train"
"7294019","0.3333333333333333","","consequence"
"","","","aftermath"
"1222360","0.3333333333333333","","honest"
"","","","honorable"
"165563","0.3333333333333333","recognition",""
"8287586","0.3333333333333333","","staff"
"","","","faculty"
"901969","0.3333333333333333","","substantial"
"","","","substantive"
"7136206","0.3333333333333333","","dialogue"
"","","","dialog"
"","","","duologue"
"410247","0.3333333333333333","","practice"
"","","","pattern"
"2777100","0.3333333333333333","balance",""
"898518","0.3333333333333333","representation",""
